"ABBREV";"LABEL";"NAME";"DESCRIPTION";"DATA_TYPE";"NOT_NULL";"TYPE";"STATUS";"DISPLAY_NAME";"ONTOLOGY_REFERENCE";"BIBLIOGRAPHICAL_REFERENCE";"PROPERTY";"METHOD";"SCALE";"SCALE_UNIT";"SCALE_TYPE";"SCALE_LEVEL";"DEFAULT_VALUE";"MINIMUM_VALUE";"MAXIMUM_VALUE";"VARIABLE_SET";"SYNONYM";"ENTRY_MESSAGE";"CODED_VALUES";"NOTES"
"CC_SCOR_0_4";"CC";"collar color";"Color changes monitored in leaf collar. [CO:rs]";"integer";"FALSE";"observation";"active";"Collar Color";"CO_320:0000028";"Crop Ontology";;"Stage: late vegetative. [RD:7.3.12]";"0 0 Absent (collarless)\n1 060 Green\n2 061 Light green\n3 080 Purple\n4 084 Purple lines. [RD:7.3.12]";;"categorical";;;0;4;"morphological";"leaf collar color";;;"consie"
"CC_SCOR_1_3";"CC";"collar color";;"integer";"FALSE";"observation";;"Collar Color";;"SES 4th Ed. 1996";;"At growth stage: 4-5";"Code\n\n1= Light green\n2= Green\n3= Purple";;"categorical";;;1;3;"morphological";;;;"added by consie"
"CC_SCOR_0_3";"CC";"collar color";;"integer";"FALSE";"observation";;;;"SES 5th Ed. 2013";;"At growth stage: 4-5";"Code\n\n0= Absent (collarless)\n1= Light Green\n2= Green\n3= Purple";;"categorical";;;0;3;"morphological";;;;"added by consie"
"COL";"COL";"Column in layout";"Specific column position of plot in the Latin Square randomized layout in the field";"integer";"FALSE";"metadata";;"Coulmn in layout";;;;;;;"continuous";;;;;"design factor";;;;"please add details, marko - added by weusebio"
"ESTAB";"ESTAB";"Crop establishment method";"transplanting (manual), transplanting (machine), direct seeding";"character varying";"FALSE";"metadata";;"Crop establishment ";;;;;"transplanting (manual)\n transplanting (machine)\n direct seeding";;"categorical";;;;;"design factor";;;;"please add details, marko"
"CmA_CO_1_9";"CmA";"culm angle";"The angle of the culm with respect to the ground surface in a grass plant. [CO:rs]";"integer";"FALSE";"observation";"active";"Culm Angle";"CO_320:0000031";"Crop Ontology";;"The estimated average angle of inclination of the base of the main culm from vertical.\nStage: after flowering. [RD:7.3.23]";"1 Erect (<15??)\n3 Semi-erect (intermediate) (~20??)\n5 Open (~40??)\n7 Spreading (>60-80??, culms not resting on the ground)\n9 Procumbent (culm or its lower part rests on ground surface). [RD:7.3.23]";;"categorical";;;1;9;"morphological";;;;"consie"
"CmA_SES_1_9";"CmA";"culm angle";;"integer";"FALSE";"observation";;"Culm Angle";;"SES 4th Ed. 1996";;"At growth stage: 7-9";"1= Erect (<30ﾰ)\n3= Intermediate (?45ﾰ)\n5= Open (?60ﾰ)\n7= Spreading (>60ﾰ)\n9= Procumbent (The culm or its lower part rests on ground surface)";;"categorical";;;1;9;"morphological";;;;"added by consie"
"CmD_SCOR_1_2";;"culm diameter";"Measurement of culm diameter. [CO:rs]";"integer";"FALSE";"observation";"active";"Culm Diameter";"CO_320:0000155";"Crop Ontology";;"Measured as the outer diameter of basal portion of the main culm.\nCultivated species: record average of three representative plants during flowering or at late reproductive stage. Wild species: record average of five plants at late reproductive stage. [RD:7.3.27]";"1 Thin (<5 mm)\n2 Thick (>=5 mm). [RD:7.3.27]";;"categorical";;;1;2;"morphological";"culm width,stem width";;;"consie"
"CmIC_SCOR_0_2";"CmIC";"culm internode color";"Color of the outer surface of internodes on the culm/stem. [CO:rs]";"integer";"FALSE";"observation";"active";"Culm Internode Color";"CO_320:0000016";"Crop Ontology";;"The presence and distribution of purple colour from anthocyanin, observed on the outer surface of the internodes on the culm. Stage: near colouration maturity. [RD:7.3.30]";"0 0 Absent\n1 080 Purple\n2 084 Purple lines. [RD:7.3.30]";;"categorical";;;0;2;"morphological";"internode color";"At growth stage: 7-9";;"consie"
"CmIC_SCOR_1_4";"CmlC";"culm internode color";"The outer surface of the internodes on the culm is recorded.";"integer";"FALSE";"observation";;;;"SES 4th editon 1996";;"At growth stage: 7-9";"1= Green\n2= Light gold\n3= Purple lines\n4= Purple";;"categorical";;;1;4;"morphological";;;;"added by consie"
"CmL_SCOR_1_9";"CmL";"culm length";"Length of culm (stem) which is measured from soil surface to panicle base in centimeters. [CO:rs]";"integer";"FALSE";"observation";"active";"Culm Length";"CO_320:0000230";"Crop Ontology";;"Measure from soil surface to panicle base in centimeters. Sample size=5. At growth stage 7-9 [SES:104]";"1 Very short (<50 cm)\n2 Very short to short (51-70 cm)\n3 Short (71-90 cm)\n4 Short to intermediate (91-105 cm)\n5 Intermediate (106 -120 cm)\n6 Intermediate to long (121-140 cm)\n7 Long (141-155 cm)\n8 Long to very long (156-180 cm)\n9 Very long (>180 cm). [RD:7.3.25]";;"categorical";;;1;9;"morphological";"stem length";;;"weusebio"
"CmL_CONT";"CmL";"culm length";"Length of culm (stem) which is measured from soil surface to panicle base in centimeters. [CO:rs]";"float";"FALSE";"observation";"active";"Culm Length";"CO_320:0000234";"SES 4th editon 1996";;"Measure from soil surface to panicle base in centimeters. Sample size=5. At growth stage 7-9 [SES:104]";"Measured in cm. [RD:7.3.25]";;"continuous";;;;;"morphological";"stem length";;;"weusebio"
"CmN_CONT";"CmN";"culm number";;"float";"FALSE";"observation";;"culm number";;"SES 4th Ed. 1996";;"Enter actual count of the total number of tillers after full heading. Specify if per plant, hill or area.\nAt growth stage: 6-9";;;"continuous";;;;;"morphological";;;;"added by consie"
"CS_SCOR_1_9";"CS";"culm strength";"This test gives some indication of culm stiffness and resilience. Stage: Heading - Mature grain. [SES:3]";"integer";"FALSE";"observation";"active";"Culm Strength";"CO_320:0000321";"Crop Ontology";;"Culm strength is first rated after heading by gently pushing the tillers (30 cm from the ground) back and forth a few times. Final observation at maturity is made to record standing position of plants.";"1= Strong (no bending)/n3= Moderately strong (most plants bending)\n5= Intermediate (most plants moderately bending)\n7= Weak (most plants nearly flat)\n9= Very weak (all plants flat). ";;"categorical";;;1;9;"agronomic";"CMST;Cs;stem strength";;;"added by consie"
"FLW_CONT";"FLW";"days to flowering";"Number of days from the seed sowing or the seedling transplant date to the anthesis (flowering) stage. [CO:rs";"integer";"TRUE";"observation";"active";"Days to flowering";"CO_320:0000083";;;"Determine the date when 80% flowering was observed, or express as number of days from seeding. []";"Count of number of days to flower";;"continuous";"ratio";;0;;"agronomic";"days to flower;DTF";"Count number of days to flower";;"consie"
"DESIGNATION";"DESIGNATION";"Designation";;"character varying";"TRUE";"identification";"active";"Designation";;;;;;;"discrete";;;;;"entry identifier";;;;"added by weusebio"
"An_SCOR_0_9";;"Detection for awn presence (SES)";"Presence of awn structure in the rice grain (kernel). [CO:rs]";"integer";"FALSE";"observation";"active";"Detection For Awn Presence (Ses)";"CO_320:0000015";"Crop Ontology";;"Observe for the presence of awn structure in the rice grain (kernel). []";"0 Absent\n1 Short and partly awned\n5 Short and fully awned\n7 Long and partly awned\n9 Long and fully awned. [SES:113]";;"categorical";;;0;9;"morphological";;;;"consie"
"DBI_CONT";"DBI";"diameter of basal internode";"Enter actual measurement in millimeters from the outer diameter of the culms at the basal portion of the main culm.";"float";"FALSE";"observation";;"Diameter of basal internode";;"SES 4th Ed. 1996";;"Sample size= 3\n\nAt growth stage: 7-9";;;"continuous";;;;;"morphological";;;;"added by consie"
"DISEASE_PROTECT";"Disease_proctect";"Disease protection";"Extent of disease protection implemented during trial";"character varying";"FALSE";"metadata";"active";"disease protection";;"IRIS";;;;;"continuous";;;;;"field management";;;;"added by weusebio"
"DIST_BET_ROWS";;"distance between rows";"the space between rows";"float";"FALSE";"metadata";;"distance between rows";;;;"Measure the space between rows";;;"continuous";;;;;"field management";;;;"added  by consie"
;;"drought recovery";"Scores are taken after 10 days following soaking rain or watering- Indicate the degree of stress before recovery. [CO:rs]";"integer";"FALSE";"observation";;"Drought recovery";;"Crop Ontology";;;"SCALE (plants recovered)\n1= 90-100%\n3= 70-89%\n5= 40-69%\n7= 20-39%\n9= 0-19%. [SES:80]";;"categorical";;;1;9;"stress";"drought recovery (2nd stress drought);drought recovery (9-10 bars);DRR2S;DRR910 ";;;"added by consie"
"DRT2_SCOR_1_9";"DRT2";"drought recovery";"Drought recovery. Rate of recovery after first stress.";"integer";"FALSE";"observation";;"Drought recovery";;;;"Drought 2 (After 1st stress)";"SCALE (plants recovered)\n1= 90-100%\n3= 70-89%\n5= 40-69%\n7= 20-39%\n9= 0-19%.";;"categorical";;;1;9;"stress";;;;"added by consie"
"DRT4_SCOR_1_9";"DRT4";"drought recovery";"Drought resistance. Resistance score at early vegetative stage (40 DAS)";"integer";"FALSE";"observation";;"Drought recovery";;;;"Drought 4 (Early Vegatative)";"SCALE (plants recovered)\n1= 90-100%\n3= 70-89%\n5= 40-69%\n7= 20-39%\n9= 0-19%.";;"categorical";;;1;9;"stress";;;;"added by consie"
"DRT6_SCOR_1_9";"DRT6";"drought recovery";"Drought resistance. Resistance score at reproductive stage";"integer";"FALSE";"observation";;"Drought recovery";;;;"Drought 6 (Reproductive)";"SCALE (plants recovered)\n1= 90-100%\n3= 70-89%\n5= 40-69%\n7= 20-39%\n9= 0-19%.";;"categorical";;;1;9;"stress";;;;"added by consie"
"DRT7_ROLL_0_9";"DRT7";"drought recovery";"Drought sensitivity. Tolerance score at 3-4 bars";"integer";"FALSE";"observation";;"Drought recovery";;;;"Drought 7 (3-4 Bars)";"SCALE (leaf rolling at vegetative stage)\n0= Leaves healthy\n1= Leaves start to fold (shallow)\n3= Leaves folding (deep V-shape)\n5= Leaves fully cupped (U-shape)\n7= Leaf margins touching (0-shape)\n9= Leaves tightly rolled";;"categorical";;;0;9;"stress";;;;"added by consie"
"DRT7_DRY_0_9";"DRT7";"drought recovery";"Drought sensitivity. Tolerance score at 3-4 bars";"integer";"FALSE";"observation";;"Drought recovery";;;;"Drought 7 (3-4 Bars)";"SCALE (leaf drying at vegetative stage)\n0= No symptoms\n1= Slight tip drying\n3= Tip drying extended up to 1/4 length in most leaves\n5= One-fourth to 1/2 of all leaves dried\n7= More than 2/3 of all leaves fully dried\n9= All plants apparently dead";;"categorical";;;0;9;"stress";;;;"added by consie"
"DRT7_SPIK_1_9";"DRT7";"drought recovery";"Drought sensitivity. Tolerance score at 3-4 bars";"integer";"FALSE";"observation";;"Drought recovery";;;;"Drought 7 (3-4 Bars)";"SCALE (spikelet fertility)\n1= More than 80%\n3= 61-80%\n5= 41-60%\n7= 11-40%\n9= Less than 11%.";;"categorical";;;0;9;"stress";;;;"added by consie"
"DRT8_ROLL_0_9";"DRT8";"drought recovery";"Drought sensitivity. Tolerance score at 9-10 bars";"integer";"FALSE";"observation";;"Drought recovery";;;;"Drought 8 (9-10 Bars)";"SCALE (leaf rolling at vegetative stage)\n0= Leaves healthy\n1= Leaves start to fold (shallow)\n3= Leaves folding (deep V-shape)\n5= Leaves fully cupped (U-shape)\n7= Leaf margins touching (0-shape)\n9= Leaves tightly rolled";;"categorical";;;0;9;"stress";;;;"added by consie"
"DRT8_DRY_0_9";"DRT8";"drought recovery";"Drought sensitivity. Tolerance score at 9-10 bars";"integer";"FALSE";"observation";;"Drought recovery";;;;"Drought 8 (9-10 Bars)";"SCALE (leaf drying at vegetative stage)\n0= No symptoms\n1= Slight tip drying\n3= Tip drying extended up to 1/4 length in most leaves\n5= One-fourth to 1/2 of all leaves dried\n7= More than 2/3 of all leaves fully dried\n9= All plants apparently dead";;"categorical";;;0;9;"stress";;;;"added by consie"
"DRT8_SPIK_1_9";"DRT8";"drought recovery";"Drought sensitivity. Tolerance score at 9-10 bars";"integer";"FALSE";"observation";;"Drought recovery";;;;"Drought 8 (9-10 Bars)";"SCALE (spikelet fertility)\n1= More than 80%\n3= 61-80%\n5= 41-60%\n7= 11-40%\n9= Less than 11%.";;"categorical";;;0;9;"stress";;;;"added by consie"
"DRT9_SCOR_1_9";"DRT9";"drought recovery";"Drought recovery. Rate of recovery after exposure to 9-10 bars";"integer";"FALSE";"observation";;"Drought recovery";;;;"Drought 9 (9-10 Bars)";"SCALE (plants recovered)\n1= 90-100%\n3= 70-89%\n5= 40-69%\n7= 20-39%\n9= 0-19%.";;"categorical";;;1;9;"stress";;;;"added by consie"
"DRS_ROLL_0_9";"DRS";"drought sensitivity";"Drought sensitivity is highly interactive with crop phenology, plant growth prior to stress, and timing, duration, and intensity of drought stress.";"integer";"FALSE";"observation";;"Drought sensitivity";"CO_320:0000060";"Crop Ontology";;;"SCALE (leaf rolling at vegetative stage)\n0= Leaves healthy\n1= Leaves start to fold (shallow)\n3= Leaves folding (deep V-shape)\n5= Leaves fully cupped (U-shape)\n7= Leaf margins touching (O-shape)\n9= Leaves tightly rolled [SES:80]";;"categorical";;;0;9;"stress";"drought tolerance;drought tolerance (3-4 bars);drought tolerance (9-10 Bars);DRT34;DRT910";;;"added by consie"
"DRS_DRY_0_9";"DRS";"drought sensitivity";"Drought sensitivity is highly interactive with crop phenology, plant growth prior to stress, and timing, duration, and intensity of drought stress.";"integer";"FALSE";"observation";;"Drought sensitivity";"CO_320:0000060";"Crop Ontology";;;"SCALE (leaf drying at vegetative stage)\n0= No symptoms\n1= Slight tip drying\n3= Tip drying extended up to 1/4 length in most leaves\n5= One-fourth to 1/2 of all leaves dried\n7= More than 2/3 of all leaves fully dried\n9= All plants apparently dead [SES:80]";;"categorical";;;0;9;"stress";"drought tolerance;drought tolerance (3-4 bars);drought tolerance (9-10 Bars);DRT34;DRT910";;;"added by consie"
"DRS_SPIK_1_9";"DRS";"drought sensitivity";"Drought sensitivity is highly interactive with crop phenology, plant growth prior to stress, and timing, duration, and intensity of drought stress.";"integer";"FALSE";"observation";;"Drought sensitivity";"CO_320:0000060";"Crop Ontology";;;"SCALE (spikelet fertility)\n1= More than 80%\n3= 61-80%\n5= 41-60%\n7= 11-40%\n9= Less than 11%. [SES:80]";;"categorical";;;0;9;"stress";"drought tolerance;drought tolerance (3-4 bars);drought tolerance (9-10 Bars);DRT34;DRT910";;;"added by consie"
;"DRS";"drought sensitivity";"Note: Drought sensitivity is highly interactive wity crop phenology, plant growth prior to stress, and timing, duration and intensity of drought stress.\n\nFor many soils, it takes at least 2 rainless weeks to causew marked differences in drought sensitivity during the vegetative stage and at least 7 rainless days during the reproductive stage to cause severe drought injury.\n\nLeaf rolling precedes leaf drying during drought. Repeated ratings are recommended through progress of the drought. Record the stae of plant growth when the stress occurred and the number of stress days.";"integer";"FALSE";"observation";;"drought sensitivity";;"SES 4th Ed. 1996";;;"Scale (leaf rolling at vegetative stage)\n\n0= Leaves healthy\n1= Leaves start to fold (shallow V-shape)\n3= Leaves folding (deep V-shape)\n5= Leaves fully cupped (U-shape)\n7= Leaf margins touching (O-shape)\n9= Leaves tightly rolled\n\n\nScale (leaf drying at vegetative scale)\n\n0= No symptoms\n1= Slight tip drying\n3= Tip drying extended up to 1/4 length in most leaves\n5= One-fourth to 1/2 of all leaves fully dried\n7= More than 2/3 of all leaves fully dried\n9= All plants apparently dead\n\n\nScale (spikelet fertility)\n\n1= More than 80%\n3= 61-80%\n5= 41-60%\n7= 11-40%\n9= Less than 11%";;"categorical";;;0;9;"stress";;;;"added by consie"
;"Elon";"elongation";"Elongation ability";"integer";"FALSE";"observation";;"Elongation";"CO_320:0000061";"Crop Ontology";;;"Scale Description : Biological check\n\n1= Best elongation response : Best local floating variety (i.e. Leb Mue Nahng 111)\n3= Response better than that of elongating semidwarf, but not as good as that of the best local floating variety\n5= Response similar to that of Elongating semidwarf : Elongating semidwarf (i.e. lR11141-6-1-4)\n7= Response better than that of the nonelongating semidwarf, but not as good as that of elongating semidwarf\n9= Poorest elongation, or none : Non-elongating semidwarf (i.e. IR42). [SES:85]";;"categorical";;;1;9;"stress";"stem elongation";;;"added by consie"
"ELON_GRNH_1_9";"Elon";"elongation";"Some rices can elongate and grow in areas annually flooded to varying depths. The scale is based on the performance of check varieties.";"integer";"FALSE";"observation";;"Elongation";;"SES 4th Ed. 1996";;"Specify water depth under which the data was recorded. At growth stage: 5-6";"Scale Description : Biological check\n\n1= Best elongation response : Best local floating variety (i.e. Leb Mue Nahng 111)\n3= Response better than that of elongating semidwarf, but not as good as that of the best local floating variety\n5= Response similar to that of Elongating semidwarf : Elongating semidwarf (i.e. lR11141-6-1-4)\n7= Response better than that of the nonelongating semidwarf, but not as good as that of elongating semidwarf\n9= Poorest elongation, or none : Non-elongating semidwarf (i.e. IR42).";;"categorical";;;1;9;"stress";;;;"added by consie"
